"occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","genus_name","genus_reso","species_name","species_reso","genus","genus_no","class","class_no","phylum","phylum_no","lng","lat","cc","state","geogscale","paleolng","paleolat","geoplate","early_age.1","late_age.1","cx_int_no","early_int_no","late_int_no","formation","member","formation.1","member.1","stratscale","stratcomments","family","family_no","reid_no","order","order_no","late_interval","subgenus_name"
"1192708","occurrence","154142","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192709","occurrence","154143","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.594540","-15.899497","MG","Mahajanga","small collection",43.77,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192710","occurrence","154144","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192711","occurrence","154145","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Masorobe","Maevarano","Masorobe","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192712","occurrence","154146","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192713","occurrence","143192","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.049999","-15.983333","MG","Mahajanga","small collection",43.11,-36.62,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192714","occurrence","154148","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.049999","-15.983333","MG","Mahajanga","small collection",43.11,-36.62,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192715","occurrence","154149","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192716","occurrence","154150","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","45.736389","-16.120832","MG","Mahajanga","small collection",42.73,-36.74,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192717","occurrence","154151","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","45.736389","-16.120832","MG","Mahajanga","small collection",42.73,-36.74,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1192718","occurrence","154152","Beelzebufo ampinga","species","118075","Beelzebufo ampinga","species","118075","Maastrichtian","72.1","66","49974;49974","Beelzebufo",NA,"ampinga",NA,"Beelzebufo","118074","Osteichthyes","34881","Chordata","33815","45.736389","-16.120832","MG","Mahajanga","small collection",42.73,-36.74,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Anura","97112",NA,NA
"1204690","occurrence","25074","Vahiny depereti","species","294730","Vahiny depereti","species","294730","Maastrichtian","72.1","66","51085;51085","Vahiny",NA,"depereti",NA,"Vahiny","294729","Saurischia","38505","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","group of beds","three bonebeds: BB1, BB2, BB3 - which should eventually be separated into distinct collections",NA,NA,NA,NA,NA,NA,NA
"1204691","occurrence","55271","Vahiny n. gen. depereti n. sp.","species","294730","Vahiny depereti","species","294730","Maastrichtian","72.1","66","51085;51085","Vahiny","n. gen.","depereti","n. sp.","Vahiny","294729","Saurischia","38505","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian",NA,NA,NA,NA,NA,NA,NA
"1204692","occurrence","55271","Chelonia indet.",NA,"99806","Testudines","order","56475","Maastrichtian","72.1","66","51085;51085","Chelonia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian",NA,NA,NA,"Testudines","56475",NA,NA
"1255037","occurrence","166339","Theropoda indet.","unranked clade","94209","Theropoda","unranked clade","91970","Late Cretaceous","100.5","66","54330;54330","Theropoda",NA,"indet.",NA,NA,NA,"Saurischia","38505","Chordata","33815","45.965000","-16.097059","MG","Mahajunga","local area",41.83,-36.04,"702",100.5,66,"39","39","39",NA,NA,NA,NA,"group of beds","in the ""grès á Dinosauriens, post-albiens comme dans toute cette région""",NA,NA,NA,NA,NA,NA,NA
"1255923","occurrence","154152","Indophis fanambinana n. sp.","species","315274","Indophis fanambinana","species","315274","Maastrichtian","72.1","66","54399;54399","Indophis",NA,"fanambinana","n. sp.","Indophis","53989","Reptilia","36322","Chordata","33815","45.736389","-16.120832","MG","Mahajanga","small collection",42.73,-36.74,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,"Nigerophiidae","53990",NA,"Squamata","36379",NA,NA
"1255924","occurrence","154152","Serpentes indet.","unranked clade","164090","Serpentes","unranked clade","164090","Maastrichtian","72.1","66","54399;54399","Serpentes",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","45.736389","-16.120832","MG","Mahajanga","small collection",42.73,-36.74,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,NA,NA,NA,"Squamata","36379",NA,NA
"1264420","occurrence","167942","Classopollis sp. informal","genus","276497","Classopollis","genus","276497","Early Cenomanian","99.6","93.5","54950;54950","Classopollis",NA,"sp.","informal","Classopollis","276497",NA,NA,"Coniferophyta","56176","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Cheirolepidiaceae","56316",NA,"Coniferales","55868",NA,NA
"1264422","occurrence","167942","Ephedripites sp. informal","genus","251545","Ephedripites","genus","251545","Early Cenomanian","99.6","93.5","54950;54950","Ephedripites",NA,"sp.","informal","Ephedripites","251545","Ginkgoopsida","54788","Ginkgophyta","56140","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Ephedraceae","54803",NA,"Ephedrales","157233",NA,NA
"1264423","occurrence","167942","Monosulcites sp. 1 informal","genus","276835","Monosulcites","genus","276835","Early Cenomanian","99.6","93.5","54950;54950","Monosulcites",NA,"sp. 1","informal","Monosulcites","276835",NA,NA,"Angiospermae","54885","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264424","occurrence","167942","Clavatipollenites sp. 1 informal","genus","264520","Clavatipollenites","genus","264520","Early Cenomanian","99.6","93.5","54950;54950","Clavatipollenites",NA,"sp. 1","informal","Clavatipollenites","264520","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Chloranthaceae","55387",NA,"Magnoliales","54886",NA,NA
"1264425","occurrence","167942","Clavatipollenites sp. 2 informal","genus","264520","Clavatipollenites","genus","264520","Early Cenomanian","99.6","93.5","54950;54950","Clavatipollenites",NA,"sp. 2","informal","Clavatipollenites","264520","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Chloranthaceae","55387",NA,"Magnoliales","54886",NA,NA
"1264426","occurrence","167942","Clavatipollenites sp. 3 informal","genus","264520","Clavatipollenites","genus","264520","Early Cenomanian","99.6","93.5","54950;54950","Clavatipollenites",NA,"sp. 3","informal","Clavatipollenites","264520","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Chloranthaceae","55387",NA,"Magnoliales","54886",NA,NA
"1264427","occurrence","167942","Clavatipollenites sp. 4 informal","genus","264520","Clavatipollenites","genus","264520","Early Cenomanian","99.6","93.5","54950;54950","Clavatipollenites",NA,"sp. 4","informal","Clavatipollenites","264520","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Chloranthaceae","55387",NA,"Magnoliales","54886",NA,NA
"1264428","occurrence","167942","Retimonocolpites sp. 1 informal","genus","53537","Retimonocolpites","genus","53537","Early Cenomanian","99.6","93.5","54950;54950","Retimonocolpites",NA,"sp. 1","informal","Retimonocolpites","53537",NA,NA,"Angiospermae","54885","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264429","occurrence","167942","Retimonocolpites sp. 2 informal","genus","53537","Retimonocolpites","genus","53537","Early Cenomanian","99.6","93.5","54950;54950","Retimonocolpites",NA,"sp. 2","informal","Retimonocolpites","53537",NA,NA,"Angiospermae","54885","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264433","occurrence","167942","Liliacidites sp. 1 informal","genus","251329","Liliacidites","genus","251329","Early Cenomanian","99.6","93.5","54950;54950","Liliacidites",NA,"sp. 1","informal","Liliacidites","251329",NA,NA,"Angiospermae","54885","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliales","54972",NA,NA
"1264434","occurrence","167942","Liliacidites sp. 2 informal","genus","251329","Liliacidites","genus","251329","Early Cenomanian","99.6","93.5","54950;54950","Liliacidites",NA,"sp. 2","informal","Liliacidites","251329",NA,NA,"Angiospermae","54885","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliales","54972",NA,NA
"1264435","occurrence","167942","Tricolpites micromurus cf.","species","250528","Tricolpites","genus","250528","Early Cenomanian","99.6","93.5","54950;54950","Tricolpites",NA,"micromurus","cf.","Tricolpites","250528","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Gunneraceae","55684",NA,"Haloragidales","54925",NA,NA
"1264436","occurrence","167942","Tricolpites sp. informal","genus","250528","Tricolpites","genus","250528","Early Cenomanian","99.6","93.5","54950;54950","Tricolpites",NA,"sp.","informal","Tricolpites","250528","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Gunneraceae","55684",NA,"Haloragidales","54925",NA,NA
"1264437","occurrence","167942","Rousea miculipollis cf.","species","322115","Rousea miculipollis","species","322115","Early Cenomanian","99.6","93.5","54950;54950","Rousea",NA,"miculipollis","cf.","Rousea","251535","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264438","occurrence","167942","Tricolporopollenites sp. informal","genus","277167","Tricolporopollenites","genus","277167","Early Cenomanian","99.6","93.5","54950;54950","Tricolporopollenites",NA,"sp.","informal","Tricolporopollenites","277167","Magnoliopsida","55217","Spermatophyta","55350","44.516666","-22.466667","MG","Toliara","hand sample",35.41,-39.77,"702",99.6,93.5,"39","117","116",NA,NA,NA,NA,NA,NA,"Euphorbiaceae","53786",NA,"Euphorbiales","54913",NA,NA
"1303110","occurrence","154152","Vintana n. gen. sertichi n. sp.","species","331045","Vintana sertichi","species","331045","Maastrichtian","72.1","66","56867;56867","Vintana","n. gen.","sertichi","n. sp.","Vintana","331044","Mammalia","36651","Chordata","33815","45.736389","-16.120832","MG","Mahajanga","small collection",42.73,-36.74,"702",72.1,66,"112","112","112","Maevarano",NA,"Maevarano",NA,"bed",NA,"Sudamericidae","57604",NA,NA,NA,NA,NA
"1327846","occurrence","178526","Sauropoda indet.","unranked clade","38653","Sauropoda","unranked clade","95571","Cenomanian","100.5","93.9","10527;10527","Sauropoda",NA,"indet.",NA,NA,NA,"Saurischia","38505","Chordata","33815","46.922695","-16.350983","MG","Mahajunga","local area",39.94,-34.34,"702",100.5,93.9,"117","117","117","Ankarafantsika",NA,"Ankarafantsika",NA,"formation",NA,NA,NA,NA,NA,NA,NA,NA
"1327847","occurrence","178526","Tracheophyta indet.","superphylum","55150","Tracheophyta","superphylum","196405","Cenomanian","100.5","93.9","10527;10527","Tracheophyta",NA,"indet.",NA,NA,NA,NA,NA,"Tracheophyta","55150","46.922695","-16.350983","MG","Mahajunga","local area",39.94,-34.34,"702",100.5,93.9,"117","117","117","Ankarafantsika",NA,"Ankarafantsika",NA,"formation",NA,NA,NA,NA,NA,NA,NA,NA
"1342196","occurrence","181515","Crocodylus niloticus","species","158096","Crocodylus niloticus","species","158096","Holocene","0.0117",NA,"60359;60359","Crocodylus",NA,"niloticus",NA,"Crocodylus","38441","Reptilia","36322","Chordata","33815","46.883331","-15.533333","MG",NA,"small collection",46.88,-15.53,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"bed","Radiometric dating - 460-310 years BP","Crocodylidae","38435",NA,"Crocodylia","36582",NA,NA
"1344121","occurrence","181845","Testudines indet.","order","56475","Testudines","order","56475","Holocene","0.0117",NA,"60479;60479","Testudines",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP",NA,NA,NA,"Testudines","56475",NA,NA
"1348923","occurrence","181845","Crocodylia indet.","unranked clade","96626","Crocodylia","unranked clade","96626","Holocene","0.0117",NA,"60479;60479","Crocodylia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP",NA,NA,NA,"Crocodylia","36582",NA,NA
"1348924","occurrence","181845","Aepyornis sp.","genus","39293","Aepyornis","genus","39293","Holocene","0.0117",NA,"60479;60479","Aepyornis",NA,"sp.",NA,"Aepyornis","39293","Aves","36616","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP","Aepyornithidae","39292",NA,"Aepyornithiformes","39291",NA,NA
"1348925","occurrence","181845","Cryptoprocta spelea","species","158504","Cryptoprocta","genus","158504","Holocene","0.0117",NA,"60479;60479","Cryptoprocta",NA,"spelea",NA,"Cryptoprocta","158504","Mammalia","36651","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP","Viverridae","40997",NA,"Carnivora","36905",NA,NA
"1348926","occurrence","181845","Archaeolemur majori","species","384430","Archaeolemur majori","species","384430","Holocene","0.0117",NA,"60479;60479","Archaeolemur",NA,"majori",NA,"Archaeolemur","40787","Mammalia","36651","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP","Archaeolemuridae","40786",NA,"Primates","40700",NA,NA
"1348927","occurrence","181845","Pachylemur insignis","species","385055","Pachylemur insignis","species","385055","Holocene","0.0117",NA,"60479;60479","Pachylemur",NA,"insignis",NA,"Pachylemur","143028","Mammalia","36651","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP","Lemuridae","40773",NA,"Primates","40700",NA,NA
"1348928","occurrence","181845","Megaladapis edwardsi","species","384278","Megaladapis edwardsi","species","384278","Holocene","0.0117",NA,"60479;60479","Megaladapis",NA,"edwardsi",NA,"Megaladapis","40775","Mammalia","36651","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP","Megaladapidae","66291",NA,"Primates","40700",NA,NA
"1348929","occurrence","181845","Hippopotamus lemerlei","species","83617","Hippopotamus lemerlei","species","83617","Holocene","0.0117",NA,"60479;60479","Hippopotamus",NA,"lemerlei",NA,"Hippopotamus","42481","Mammalia","36651","Chordata","33815","45.606110","-22.501110","MG",NA,"small collection",45.61,-22.5,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","AMS 14C dates of approximately 10,000 uncalibrated 14C years BP","Hippopotamidae","42479",NA,"Artiodactyla","87634",NA,NA
"1380347","occurrence","39266","Multituberculata indet.","order","186561","Multituberculata","order","39779","Maastrichtian","72.1","66","63451;63451","Multituberculata",NA,"indet.",NA,NA,NA,"Mammalia","36651","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member",NA,NA,NA,"Multituberculata","39779",NA,NA
"1411527","occurrence","195018","Aepyornis cf. sp.","genus","39293","Aepyornis","genus","39293","Late Pleistocene","0.126",NA,"66293;66293","Aepyornis","cf.","sp.",NA,"Aepyornis","39293","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Aepyornithidae","39292",NA,"Aepyornithiformes","39291","Holocene",NA
"1411528","occurrence","195018","Anhinga cf. melanogaster","species","367451","Anhinga melanogaster","species","367451","Late Pleistocene","0.126",NA,"66293;66293","Anhinga","cf.","melanogaster",NA,"Anhinga","39686","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Anhingidae","39685",NA,"Suliformes","358821","Holocene",NA
"1411529","occurrence","195018","Scopus umbretta","species","373471","Scopus umbretta","species","373471","Late Pleistocene","0.126",NA,"66293;66293","Scopus",NA,"umbretta",NA,"Scopus","39639","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Scopidae","39638",NA,"Ciconiiformes","39633","Holocene",NA
"1411530","occurrence","195018","Lophotibis cristata","species","373474","Lophotibis cristata","species","373474","Late Pleistocene","0.126",NA,"66293;66293","Lophotibis",NA,"cristata",NA,"Lophotibis","373473","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Threskiornithidae","58426",NA,"Pelecaniformes","36634","Holocene",NA
"1411531","occurrence","195018","Accipiter madagascariensis","species","373475","Accipiter madagascariensis","species","373475","Late Pleistocene","0.126",NA,"66293;66293","Accipiter",NA,"madagascariensis",NA,"Accipiter","94492","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411532","occurrence","195018","Buteo brachypterus","species","373476","Buteo brachypterus","species","373476","Late Pleistocene","0.126",NA,"66293;66293","Buteo",NA,"brachypterus",NA,"Buteo","39325","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411533","occurrence","195018","Milvus cf. aegyptius","species","373502","Milvus migrans aegyptius","subspecies","373478","Late Pleistocene","0.126",NA,"66293;66293","Milvus","cf.","aegyptius",NA,"Milvus","191573","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411534","occurrence","195018","Numida meleagris","species","372652","Numida meleagris","species","372652","Late Pleistocene","0.126",NA,"66293;66293","Numida",NA,"meleagris",NA,"Numida","99148","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Numididae","39338",NA,"Galliformes","39330","Holocene",NA
"1411535","occurrence","195018","Monias benschi","species","373481","Monias benschi","species","373481","Late Pleistocene","0.126",NA,"66293;66293","Monias",NA,"benschi",NA,"Monias","373479","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Mesitornithidae","39511",NA,"Mesitornithiformes","373480","Holocene",NA
"1411536","occurrence","195018","Turnix nigricollis","species","371639","Turnix nigricollis","species","371639","Late Pleistocene","0.126",NA,"66293;66293","Turnix",NA,"nigricollis",NA,"Turnix","39348","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Turnicidae","39347",NA,"Charadriiformes","36640","Holocene",NA
"1411537","occurrence","195018","Pterocles personatus","species","373482","Pterocles personatus","species","373482","Late Pleistocene","0.126",NA,"66293;66293","Pterocles",NA,"personatus",NA,"Pterocles","39351","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Pteroclidae","39350",NA,"Pterocliformes","379220","Holocene",NA
"1411538","occurrence","195018","Oena capensis","species","373485","Oena capensis","species","373485","Late Pleistocene","0.126",NA,"66293;66293","Oena",NA,"capensis",NA,"Oena","373484","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Columbidae","39353",NA,"Columbiformes","39349","Holocene",NA
"1411539","occurrence","195018","Treron australis","species","373487","Treron australis","species","373487","Late Pleistocene","0.126",NA,"66293;66293","Treron",NA,"australis",NA,"Treron","370668","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Columbidae","39353",NA,"Columbiformes","39349","Holocene",NA
"1411540","occurrence","195018","Streptopelia cf. picturata","species","371444","Streptopelia picturata","species","371444","Late Pleistocene","0.126",NA,"66293;66293","Streptopelia","cf.","picturata",NA,"Streptopelia","158293","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Columbidae","39353",NA,"Columbiformes","39349","Holocene",NA
"1411541","occurrence","195018","Coracopsis vasa","species","372705","Mascarinus vasa","species","372706","Late Pleistocene","0.126",NA,"66293;66293","Coracopsis",NA,"vasa",NA,"Mascarinus","371445","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Psittaculidae","368376",NA,"Psittaciformes","39357","Holocene",NA
"1411542","occurrence","195018","Coracopsis vasa cf.","species","372705","Mascarinus vasa","species","372706","Late Pleistocene","0.126",NA,"66293;66293","Coracopsis",NA,"vasa","cf.","Mascarinus","371445","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Psittaculidae","368376",NA,"Psittaciformes","39357","Holocene",NA
"1411543","occurrence","195018","Coua cristata","species","372708","Coua cristata","species","372708","Late Pleistocene","0.126",NA,"66293;66293","Coua",NA,"cristata",NA,"Coua","158295","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
